Trial,Year,State,Site,Site_Prod,Block,Plant_N,Yield_SY
9,2014,MO,Bay,Low,4,40,13333.5
10,2014,MO,Troth,High,1,40,9159.2
10,2014,MO,Troth,High,1,80,9839.2
10,2014,MO,Troth,High,1,40,10181.5
10,2014,MO,Troth,High,1,40,13107.4
10,2014,MO,Troth,High,1,80,12974.6
10,2014,MO,Troth,High,1,40,14512.9
10,2014,MO,Troth,High,1,40,14949.9
10,2014,MO,Troth,High,1,160,14750.7
10,2014,MO,Troth,High,1,0,8359.4
10,2014,MO,Troth,High,1,120,14532.5
10,2014,MO,Troth,High,1,40,15638.9
10,2014,MO,Troth,High,1,40,15444.3
10,2014,MO,Troth,High,1,80,15216.7
10,2014,MO,Troth,High,1,200,13734.8
10,2014,MO,Troth,High,1,240,13930.3
10,2014,MO,Troth,High,1,280,15817.1
10,2014,MO,Troth,High,2,160,12902.4
10,2014,MO,Troth,High,2,80,11483.7
10,2014,MO,Troth,High,2,240,.
10,2014,MO,Troth,High,2,40,13206.3
10,2014,MO,Troth,High,2,0,7447.5
10,2014,MO,Troth,High,2,40,14612.7
10,2014,MO,Troth,High,2,40,12459.3
10,2014,MO,Troth,High,2,80,11507.2
10,2014,MO,Troth,High,2,120,13382.9
10,2014,MO,Troth,High,2,40,13367.9
10,2014,MO,Troth,High,2,80,14926.1
10,2014,MO,Troth,High,2,280,15466.6
10,2014,MO,Troth,High,2,40,11396.3
10,2014,MO,Troth,High,2,40,15945.9
10,2014,MO,Troth,High,2,200,14832.6
10,2014,MO,Troth,High,2,40,15400.1
10,2014,MO,Troth,High,3,0,5897.3
10,2014,MO,Troth,High,3,40,10002.3
10,2014,MO,Troth,High,3,40,11938.7
10,2014,MO,Troth,High,3,40,14279.1
10,2014,MO,Troth,High,3,200,15107.7
10,2014,MO,Troth,High,3,40,14988.9
10,2014,MO,Troth,High,3,80,12499.5
10,2014,MO,Troth,High,3,80,13622.7
10,2014,MO,Troth,High,3,40,13873.6
10,2014,MO,Troth,High,3,160,13906.2
10,2014,MO,Troth,High,3,240,14065.7
10,2014,MO,Troth,High,3,120,14237.2
10,2014,MO,Troth,High,3,80,15190.7
10,2014,MO,Troth,High,3,40,15162.5
10,2014,MO,Troth,High,3,280,16127.8
10,2014,MO,Troth,High,3,40,10425.6
10,2014,MO,Troth,High,4,120,12823.5
10,2014,MO,Troth,High,4,80,13797.8
10,2014,MO,Troth,High,4,40,11168
10,2014,MO,Troth,High,4,80,13904.8
10,2014,MO,Troth,High,4,240,14996.2
10,2014,MO,Troth,High,4,40,14581.8
10,2014,MO,Troth,High,4,160,14343.1
10,2014,MO,Troth,High,4,40,12032
10,2014,MO,Troth,High,4,40,12222.4
10,2014,MO,Troth,High,4,40,8546.9
10,2014,MO,Troth,High,4,280,.
10,2014,MO,Troth,High,4,0,6796
10,2014,MO,Troth,High,4,40,15362.5
10,2014,MO,Troth,High,4,80,13667.7
10,2014,MO,Troth,High,4,200,16901.9
10,2014,MO,Troth,High,4,40,15576.4
11,2014,ND,Amenia,High,1,40,9428.7
11,2014,ND,Amenia,High,1,40,12593.4
11,2014,ND,Amenia,High,1,120,13125.4
11,2014,ND,Amenia,High,1,40,13125.6
11,2014,ND,Amenia,High,1,200,15777.9
11,2014,ND,Amenia,High,1,80,12070.9
11,2014,ND,Amenia,High,1,280,14445.3
11,2014,ND,Amenia,High,1,0,6641.8
11,2014,ND,Amenia,High,1,40,13254.5
11,2014,ND,Amenia,High,1,160,12479.6
11,2014,ND,Amenia,High,1,40,12624
11,2014,ND,Amenia,High,1,40,12509.7
11,2014,ND,Amenia,High,1,80,14404.7
11,2014,ND,Amenia,High,1,80,10365.7
11,2014,ND,Amenia,High,1,40,13279.4
11,2014,ND,Amenia,High,1,240,12881.8
11,2014,ND,Amenia,High,2,40,14167.9
11,2014,ND,Amenia,High,2,40,13491.1
11,2014,ND,Amenia,High,2,0,4667
11,2014,ND,Amenia,High,2,40,13084.1
11,2014,ND,Amenia,High,2,160,10349.8
11,2014,ND,Amenia,High,2,120,11470.7
11,2014,ND,Amenia,High,2,40,12207.5
11,2014,ND,Amenia,High,2,200,12926.6
11,2014,ND,Amenia,High,2,40,9479.6
11,2014,ND,Amenia,High,2,280,12567.1
11,2014,ND,Amenia,High,2,80,11763.5
11,2014,ND,Amenia,High,2,240,11461
11,2014,ND,Amenia,High,2,80,14766.7
11,2014,ND,Amenia,High,2,40,10007.5
11,2014,ND,Amenia,High,2,80,13484
11,2014,ND,Amenia,High,2,40,13221
11,2014,ND,Amenia,High,3,80,12314.4
11,2014,ND,Amenia,High,3,40,10354.7
11,2014,ND,Amenia,High,3,240,11655.1
11,2014,ND,Amenia,High,3,40,8453.8
11,2014,ND,Amenia,High,3,40,12074.8
11,2014,ND,Amenia,High,3,280,12483.9
11,2014,ND,Amenia,High,3,80,10796.8
11,2014,ND,Amenia,High,3,40,11801.9
11,2014,ND,Amenia,High,3,160,13509.9
11,2014,ND,Amenia,High,3,40,11216.6
11,2014,ND,Amenia,High,3,80,12331.2
11,2014,ND,Amenia,High,3,40,10169.7
11,2014,ND,Amenia,High,3,0,7030.4
11,2014,ND,Amenia,High,3,200,13596.8
11,2014,ND,Amenia,High,3,40,12219.7
11,2014,ND,Amenia,High,3,120,13331.2
11,2014,ND,Amenia,High,4,80,12153.4
11,2014,ND,Amenia,High,4,280,11538.8
11,2014,ND,Amenia,High,4,80,8543.3
11,2014,ND,Amenia,High,4,40,10148.8
11,2014,ND,Amenia,High,4,160,11301.6
11,2014,ND,Amenia,High,4,240,11574.7
11,2014,ND,Amenia,High,4,40,10141.6
11,2014,ND,Amenia,High,4,120,12255.6
11,2014,ND,Amenia,High,4,80,14059.5
11,2014,ND,Amenia,High,4,0,5323.4
11,2014,ND,Amenia,High,4,40,12242.1
11,2014,ND,Amenia,High,4,40,7171
11,2014,ND,Amenia,High,4,40,11167.3
11,2014,ND,Amenia,High,4,40,13815.4
11,2014,ND,Amenia,High,4,200,10340.9
11,2014,ND,Amenia,High,4,40,10746.9
12,2014,ND,Durbin,Low,1,40,3003.4
12,2014,ND,Durbin,Low,1,40,6249.5
12,2014,ND,Durbin,Low,1,120,5151.1
12,2014,ND,Durbin,Low,1,40,7542.9
12,2014,ND,Durbin,Low,1,200,8861
12,2014,ND,Durbin,Low,1,80,5955.9
12,2014,ND,Durbin,Low,1,280,7167.4
12,2014,ND,Durbin,Low,1,0,2235
12,2014,ND,Durbin,Low,1,40,5896.5
12,2014,ND,Durbin,Low,1,160,6258
12,2014,ND,Durbin,Low,1,40,5413.2
12,2014,ND,Durbin,Low,1,40,4616.3
12,2014,ND,Durbin,Low,1,80,6634.1
12,2014,ND,Durbin,Low,1,80,2571.9
12,2014,ND,Durbin,Low,1,40,6026.8
12,2014,ND,Durbin,Low,1,240,4079.6
12,2014,ND,Durbin,Low,2,40,6459.5
12,2014,ND,Durbin,Low,2,40,6294.6
12,2014,ND,Durbin,Low,2,0,2969.6
12,2014,ND,Durbin,Low,2,40,8768.3
12,2014,ND,Durbin,Low,2,160,7429.8
12,2014,ND,Durbin,Low,2,120,6718.4
12,2014,ND,Durbin,Low,2,40,6919.3
12,2014,ND,Durbin,Low,2,200,7565
12,2014,ND,Durbin,Low,2,40,3955.7
12,2014,ND,Durbin,Low,2,280,7467.9
12,2014,ND,Durbin,Low,2,80,6331.1
12,2014,ND,Durbin,Low,2,240,7023.9
12,2014,ND,Durbin,Low,2,80,7546.1
12,2014,ND,Durbin,Low,2,40,5336.1
12,2014,ND,Durbin,Low,2,80,6038.8
12,2014,ND,Durbin,Low,2,40,5236.7
12,2014,ND,Durbin,Low,3,80,7475.1
12,2014,ND,Durbin,Low,3,40,6832.4
12,2014,ND,Durbin,Low,3,240,7681.1
12,2014,ND,Durbin,Low,3,40,4830.9
12,2014,ND,Durbin,Low,3,40,8037.8
12,2014,ND,Durbin,Low,3,280,4663.4
12,2014,ND,Durbin,Low,3,80,5333.6
12,2014,ND,Durbin,Low,3,40,5619.3
12,2014,ND,Durbin,Low,3,160,6953.8
12,2014,ND,Durbin,Low,3,40,7269.8
12,2014,ND,Durbin,Low,3,80,7003
12,2014,ND,Durbin,Low,3,40,5236.7
12,2014,ND,Durbin,Low,3,0,1648.1
12,2014,ND,Durbin,Low,3,200,6253.4
12,2014,ND,Durbin,Low,3,40,5094
12,2014,ND,Durbin,Low,3,120,5066.5
12,2014,ND,Durbin,Low,4,80,5310.1
12,2014,ND,Durbin,Low,4,280,6727.9
12,2014,ND,Durbin,Low,4,80,5086.5
12,2014,ND,Durbin,Low,4,40,6163.3
12,2014,ND,Durbin,Low,4,160,6132.6
12,2014,ND,Durbin,Low,4,240,4342.4
12,2014,ND,Durbin,Low,4,40,5084.1
12,2014,ND,Durbin,Low,4,120,6648.2
12,2014,ND,Durbin,Low,4,80,6146
12,2014,ND,Durbin,Low,4,0,1706.5
12,2014,ND,Durbin,Low,4,40,6970.9
12,2014,ND,Durbin,Low,4,40,2840.8
12,2014,ND,Durbin,Low,4,40,4028.8
12,2014,ND,Durbin,Low,4,40,4360.8
12,2014,ND,Durbin,Low,4,200,3169.9
12,2014,ND,Durbin,Low,4,40,3448
13,2014,NE,Brandes,Low,1,40,10938.8
13,2014,NE,Brandes,Low,1,80,12488.4
13,2014,NE,Brandes,Low,1,40,12634.2
13,2014,NE,Brandes,Low,1,40,15673.2
13,2014,NE,Brandes,Low,1,80,15283.1
13,2014,NE,Brandes,Low,1,40,15940.6
13,2014,NE,Brandes,Low,1,40,14551.2
13,2014,NE,Brandes,Low,1,160,8218.9
13,2014,NE,Brandes,Low,1,0,6913.9
13,2014,NE,Brandes,Low,1,120,14212.5
13,2014,NE,Brandes,Low,1,40,15891.6
13,2014,NE,Brandes,Low,1,40,14308.6
13,2014,NE,Brandes,Low,1,80,12724.1
13,2014,NE,Brandes,Low,1,200,15203.8
13,2014,NE,Brandes,Low,1,240,15508.9
13,2014,NE,Brandes,Low,1,280,15845.1
13,2014,NE,Brandes,Low,2,160,11836.2
13,2014,NE,Brandes,Low,2,80,14170.1
13,2014,NE,Brandes,Low,2,240,16429.6
13,2014,NE,Brandes,Low,2,40,16235.3
13,2014,NE,Brandes,Low,2,0,9984.9
13,2014,NE,Brandes,Low,2,40,16505.5
13,2014,NE,Brandes,Low,2,40,12185
13,2014,NE,Brandes,Low,2,80,8722.1
13,2014,NE,Brandes,Low,2,120,9575.7
13,2014,NE,Brandes,Low,2,40,13156.2
13,2014,NE,Brandes,Low,2,80,15554
13,2014,NE,Brandes,Low,2,280,15805.9
13,2014,NE,Brandes,Low,2,40,9915
13,2014,NE,Brandes,Low,2,40,15594.4
13,2014,NE,Brandes,Low,2,200,13569.1
13,2014,NE,Brandes,Low,2,40,13633.2
13,2014,NE,Brandes,Low,3,0,7015.8
13,2014,NE,Brandes,Low,3,40,15056
13,2014,NE,Brandes,Low,3,40,15492.3
13,2014,NE,Brandes,Low,3,40,17148.1
13,2014,NE,Brandes,Low,3,200,15602.3
13,2014,NE,Brandes,Low,3,40,15883.5
13,2014,NE,Brandes,Low,3,80,13411.7
13,2014,NE,Brandes,Low,3,80,16207.3
13,2014,NE,Brandes,Low,3,40,15991.2
13,2014,NE,Brandes,Low,3,160,16058
13,2014,NE,Brandes,Low,3,240,17547.1
13,2014,NE,Brandes,Low,3,120,17073
13,2014,NE,Brandes,Low,3,80,16784.6
13,2014,NE,Brandes,Low,3,40,16809.9
13,2014,NE,Brandes,Low,3,280,13595.4
13,2014,NE,Brandes,Low,3,40,5415.2
13,2014,NE,Brandes,Low,4,120,13960
13,2014,NE,Brandes,Low,4,80,16990.6
13,2014,NE,Brandes,Low,4,40,13898.9
13,2014,NE,Brandes,Low,4,80,14391.1
13,2014,NE,Brandes,Low,4,240,10550.7
13,2014,NE,Brandes,Low,4,40,13171.6
13,2014,NE,Brandes,Low,4,160,13735.8
13,2014,NE,Brandes,Low,4,40,15578.5
13,2014,NE,Brandes,Low,4,40,11636.2
13,2014,NE,Brandes,Low,4,40,10487.1
13,2014,NE,Brandes,Low,4,280,17525.8
13,2014,NE,Brandes,Low,4,0,10624.2
13,2014,NE,Brandes,Low,4,40,16326.8
13,2014,NE,Brandes,Low,4,80,15959.5
13,2014,NE,Brandes,Low,4,200,18036.4
13,2014,NE,Brandes,Low,4,40,16083.8
14,2014,NE,SCAL,High,1,40,15107.4
14,2014,NE,SCAL,High,1,80,16134.8
14,2014,NE,SCAL,High,1,40,15740
14,2014,NE,SCAL,High,1,40,16922.6
14,2014,NE,SCAL,High,1,80,16204.4
14,2014,NE,SCAL,High,1,40,15938.1
14,2014,NE,SCAL,High,1,40,15603.2
14,2014,NE,SCAL,High,1,160,16464.9
14,2014,NE,SCAL,High,1,0,13056.1
14,2014,NE,SCAL,High,1,120,15973.3
14,2014,NE,SCAL,High,1,40,16888.7
14,2014,NE,SCAL,High,1,40,16364.9
14,2014,NE,SCAL,High,1,80,16710.9
14,2014,NE,SCAL,High,1,200,17126.7
14,2014,NE,SCAL,High,1,240,15714.6
14,2014,NE,SCAL,High,1,280,16444.2
14,2014,NE,SCAL,High,2,160,15645.3
14,2014,NE,SCAL,High,2,80,15870.5
14,2014,NE,SCAL,High,2,240,15577
14,2014,NE,SCAL,High,2,40,16097.1
14,2014,NE,SCAL,High,2,0,14360.2
14,2014,NE,SCAL,High,2,40,16714.9
14,2014,NE,SCAL,High,2,40,16424.9
14,2014,NE,SCAL,High,2,80,15450.3
14,2014,NE,SCAL,High,2,120,15623.5
14,2014,NE,SCAL,High,2,40,16215.9
14,2014,NE,SCAL,High,2,80,14344.7
14,2014,NE,SCAL,High,2,280,16184.6
14,2014,NE,SCAL,High,2,40,15224.6
14,2014,NE,SCAL,High,2,40,17062.2
14,2014,NE,SCAL,High,2,200,15825.6
14,2014,NE,SCAL,High,2,40,16527.4
14,2014,NE,SCAL,High,3,0,13432.7
14,2014,NE,SCAL,High,3,40,15971.8
14,2014,NE,SCAL,High,3,40,16284.6
14,2014,NE,SCAL,High,3,40,16812.2
14,2014,NE,SCAL,High,3,200,17414.1
14,2014,NE,SCAL,High,3,40,16320
14,2014,NE,SCAL,High,3,80,16501.6
14,2014,NE,SCAL,High,3,80,16766.8
14,2014,NE,SCAL,High,3,40,15668.7
14,2014,NE,SCAL,High,3,160,16374.2
14,2014,NE,SCAL,High,3,240,15999.1
14,2014,NE,SCAL,High,3,120,16233.1
14,2014,NE,SCAL,High,3,80,16100.9
14,2014,NE,SCAL,High,3,40,15713
14,2014,NE,SCAL,High,3,280,15882.2
14,2014,NE,SCAL,High,3,40,15628.9
14,2014,NE,SCAL,High,4,120,15886.8
14,2014,NE,SCAL,High,4,80,15648.8
14,2014,NE,SCAL,High,4,40,14837
14,2014,NE,SCAL,High,4,80,16995.1
14,2014,NE,SCAL,High,4,240,15599.3
14,2014,NE,SCAL,High,4,40,16162.9
14,2014,NE,SCAL,High,4,160,16457.8
14,2014,NE,SCAL,High,4,40,15489.1
14,2014,NE,SCAL,High,4,40,16429.5
14,2014,NE,SCAL,High,4,40,15485.4
14,2014,NE,SCAL,High,4,280,16277.4
14,2014,NE,SCAL,High,4,0,13728.5
14,2014,NE,SCAL,High,4,40,17699.6
14,2014,NE,SCAL,High,4,80,15491
14,2014,NE,SCAL,High,4,200,15959.9
14,2014,NE,SCAL,High,4,40,15592.3
15,2014,WI,Steuben,High,1,40,11279
15,2014,WI,Steuben,High,1,80,12690.9
15,2014,WI,Steuben,High,1,40,12437.2
15,2014,WI,Steuben,High,1,40,13769.6
15,2014,WI,Steuben,High,1,80,13503.9
15,2014,WI,Steuben,High,1,40,12686.6
15,2014,WI,Steuben,High,1,40,12952.2
15,2014,WI,Steuben,High,1,160,13706.7
15,2014,WI,Steuben,High,1,0,9351.7
15,2014,WI,Steuben,High,1,120,13564
15,2014,WI,Steuben,High,1,40,13243.9
15,2014,WI,Steuben,High,1,40,13162.5
15,2014,WI,Steuben,High,1,80,13595.6
15,2014,WI,Steuben,High,1,200,13898.1
15,2014,WI,Steuben,High,1,240,12141.2
15,2014,WI,Steuben,High,1,280,13755.4
15,2014,WI,Steuben,High,2,160,13038.6
15,2014,WI,Steuben,High,2,80,13609.4
15,2014,WI,Steuben,High,2,240,13775.8
15,2014,WI,Steuben,High,2,40,13591.4
15,2014,WI,Steuben,High,2,0,8161.8
15,2014,WI,Steuben,High,2,40,13387.4
15,2014,WI,Steuben,High,2,40,12667.2
15,2014,WI,Steuben,High,2,80,12664.5
15,2014,WI,Steuben,High,2,120,12894.7
15,2014,WI,Steuben,High,2,40,13167
15,2014,WI,Steuben,High,2,80,13325.5
15,2014,WI,Steuben,High,2,280,13538.6
15,2014,WI,Steuben,High,2,40,12626.4
15,2014,WI,Steuben,High,2,40,12596.7
15,2014,WI,Steuben,High,2,200,13293.8
15,2014,WI,Steuben,High,2,40,13547
15,2014,WI,Steuben,High,3,0,7819.8
15,2014,WI,Steuben,High,3,40,12078
15,2014,WI,Steuben,High,3,40,12513.5
15,2014,WI,Steuben,High,3,40,12998.2
15,2014,WI,Steuben,High,3,200,12360.1
15,2014,WI,Steuben,High,3,40,12366.9
15,2014,WI,Steuben,High,3,80,12373.5
15,2014,WI,Steuben,High,3,80,14041.8
15,2014,WI,Steuben,High,3,40,11556.9
15,2014,WI,Steuben,High,3,160,13534.5
15,2014,WI,Steuben,High,3,240,13492.4
15,2014,WI,Steuben,High,3,120,13251.4
15,2014,WI,Steuben,High,3,80,13238
15,2014,WI,Steuben,High,3,40,13086.6
15,2014,WI,Steuben,High,3,280,13723.9
15,2014,WI,Steuben,High,3,40,11765
15,2014,WI,Steuben,High,4,120,12670
15,2014,WI,Steuben,High,4,80,13341.6
15,2014,WI,Steuben,High,4,40,11749.6
15,2014,WI,Steuben,High,4,80,12791.4
15,2014,WI,Steuben,High,4,240,13983.5
15,2014,WI,Steuben,High,4,40,12237.9
15,2014,WI,Steuben,High,4,160,13191.6
15,2014,WI,Steuben,High,4,40,13558.4
15,2014,WI,Steuben,High,4,40,13268.7
15,2014,WI,Steuben,High,4,40,12355.9
15,2014,WI,Steuben,High,4,280,13976.1
15,2014,WI,Steuben,High,4,0,8614
15,2014,WI,Steuben,High,4,40,13663.4
15,2014,WI,Steuben,High,4,80,12627.1
15,2014,WI,Steuben,High,4,200,13547.2
15,2014,WI,Steuben,High,4,40,13243.2
16,2014,WI,Wauzeka,Low,1,40,10054.8
16,2014,WI,Wauzeka,Low,1,80,12915.4
16,2014,WI,Wauzeka,Low,1,40,12248.9
16,2014,WI,Wauzeka,Low,1,40,13549.8
16,2014,WI,Wauzeka,Low,1,80,13298
16,2014,WI,Wauzeka,Low,1,40,12624.5
16,2014,WI,Wauzeka,Low,1,40,12864.7
16,2014,WI,Wauzeka,Low,1,160,12418.7
16,2014,WI,Wauzeka,Low,1,0,8309.8
16,2014,WI,Wauzeka,Low,1,120,12642.3
16,2014,WI,Wauzeka,Low,1,40,12548.4
16,2014,WI,Wauzeka,Low,1,40,12307.2
16,2014,WI,Wauzeka,Low,1,80,11826
16,2014,WI,Wauzeka,Low,1,200,12078.8
16,2014,WI,Wauzeka,Low,1,240,12449.5
16,2014,WI,Wauzeka,Low,1,280,12531.8
16,2014,WI,Wauzeka,Low,2,160,12691.6
16,2014,WI,Wauzeka,Low,2,80,13431.8
16,2014,WI,Wauzeka,Low,2,240,12871.7
16,2014,WI,Wauzeka,Low,2,40,13182.4
16,2014,WI,Wauzeka,Low,2,0,9871.6
16,2014,WI,Wauzeka,Low,2,40,13095.9
16,2014,WI,Wauzeka,Low,2,40,12332.3
16,2014,WI,Wauzeka,Low,2,80,12326.7
16,2014,WI,Wauzeka,Low,2,120,13329
16,2014,WI,Wauzeka,Low,2,40,12452.8
16,2014,WI,Wauzeka,Low,2,80,12748.2
16,2014,WI,Wauzeka,Low,2,280,13263.5
16,2014,WI,Wauzeka,Low,2,40,11431
16,2014,WI,Wauzeka,Low,2,40,12869.1
16,2014,WI,Wauzeka,Low,2,200,12750.7
16,2014,WI,Wauzeka,Low,2,40,12702.1
16,2014,WI,Wauzeka,Low,3,0,8893.7
16,2014,WI,Wauzeka,Low,3,40,12485.7
16,2014,WI,Wauzeka,Low,3,40,12830.5
16,2014,WI,Wauzeka,Low,3,40,13203.2
16,2014,WI,Wauzeka,Low,3,200,12815.8
16,2014,WI,Wauzeka,Low,3,40,11501.5
16,2014,WI,Wauzeka,Low,3,80,12441.5
16,2014,WI,Wauzeka,Low,3,80,12848.6
16,2014,WI,Wauzeka,Low,3,40,12416.8
16,2014,WI,Wauzeka,Low,3,160,12498.3
16,2014,WI,Wauzeka,Low,3,240,12512.6
16,2014,WI,Wauzeka,Low,3,120,12143.3
16,2014,WI,Wauzeka,Low,3,80,11100.4
16,2014,WI,Wauzeka,Low,3,40,11058.1
16,2014,WI,Wauzeka,Low,3,280,14199.7
16,2014,WI,Wauzeka,Low,3,40,10157.3
16,2014,WI,Wauzeka,Low,4,120,12765.1
16,2014,WI,Wauzeka,Low,4,80,12786.4
16,2014,WI,Wauzeka,Low,4,40,12796
16,2014,WI,Wauzeka,Low,4,80,12985.4
16,2014,WI,Wauzeka,Low,4,240,12882.9
16,2014,WI,Wauzeka,Low,4,40,12133.3
16,2014,WI,Wauzeka,Low,4,160,12350.5
16,2014,WI,Wauzeka,Low,4,40,13020.4
16,2014,WI,Wauzeka,Low,4,40,12289.6
16,2014,WI,Wauzeka,Low,4,40,10818.8
16,2014,WI,Wauzeka,Low,4,280,12494.4
16,2014,WI,Wauzeka,Low,4,0,8721.5
16,2014,WI,Wauzeka,Low,4,40,11196.5
16,2014,WI,Wauzeka,Low,4,80,10640.4
16,2014,WI,Wauzeka,Low,4,200,12222.1
16,2014,WI,Wauzeka,Low,4,40,12384.9
17,2015,IA,Boone,Low,1,40,7062.2
17,2015,IA,Boone,Low,1,80,9957.8
17,2015,IA,Boone,Low,1,40,10020.8
17,2015,IA,Boone,Low,1,40,12643.5
17,2015,IA,Boone,Low,1,80,11248.9
17,2015,IA,Boone,Low,1,40,11950.1
17,2015,IA,Boone,Low,1,40,11556.9
17,2015,IA,Boone,Low,1,160,12361.3
17,2015,IA,Boone,Low,1,0,4968.7
17,2015,IA,Boone,Low,1,120,10875
17,2015,IA,Boone,Low,1,40,12180.2
17,2015,IA,Boone,Low,1,40,12510
17,2015,IA,Boone,Low,1,80,12515
17,2015,IA,Boone,Low,1,200,12468.8
17,2015,IA,Boone,Low,1,240,13806.1
17,2015,IA,Boone,Low,1,280,13390.2
17,2015,IA,Boone,Low,2,160,14886.8
17,2015,IA,Boone,Low,2,80,13758.1
17,2015,IA,Boone,Low,2,240,12401.8
17,2015,IA,Boone,Low,2,40,12953.8
17,2015,IA,Boone,Low,2,0,4734.6
17,2015,IA,Boone,Low,2,40,13591.3
17,2015,IA,Boone,Low,2,40,10495.5
17,2015,IA,Boone,Low,2,80,10999.1
17,2015,IA,Boone,Low,2,120,13753.9
17,2015,IA,Boone,Low,2,40,11650.8
17,2015,IA,Boone,Low,2,80,12971.4
17,2015,IA,Boone,Low,2,280,13363.7
17,2015,IA,Boone,Low,2,40,8919.6
17,2015,IA,Boone,Low,2,40,13269.3
17,2015,IA,Boone,Low,2,200,13371
17,2015,IA,Boone,Low,2,40,13008.2
17,2015,IA,Boone,Low,3,0,5615
17,2015,IA,Boone,Low,3,40,10190.8
17,2015,IA,Boone,Low,3,40,11979.5
17,2015,IA,Boone,Low,3,40,12945.1
17,2015,IA,Boone,Low,3,200,13439.4
17,2015,IA,Boone,Low,3,40,12910.4
17,2015,IA,Boone,Low,3,80,10899
17,2015,IA,Boone,Low,3,80,13691
17,2015,IA,Boone,Low,3,40,12969.6
17,2015,IA,Boone,Low,3,160,12456.8
17,2015,IA,Boone,Low,3,240,12102.4
17,2015,IA,Boone,Low,3,120,12303
17,2015,IA,Boone,Low,3,80,13022.5
17,2015,IA,Boone,Low,3,40,12951.7
17,2015,IA,Boone,Low,3,280,12308.5
17,2015,IA,Boone,Low,3,40,9453.3
17,2015,IA,Boone,Low,4,120,13488.3
17,2015,IA,Boone,Low,4,80,13987.3
17,2015,IA,Boone,Low,4,40,11064
17,2015,IA,Boone,Low,4,80,12350.8
17,2015,IA,Boone,Low,4,240,11272.2
17,2015,IA,Boone,Low,4,40,11612.7
17,2015,IA,Boone,Low,4,160,12068.4
17,2015,IA,Boone,Low,4,40,12864.2
17,2015,IA,Boone,Low,4,40,14828.2
17,2015,IA,Boone,Low,4,40,9152.7
17,2015,IA,Boone,Low,4,280,12326.5
17,2015,IA,Boone,Low,4,0,4754.9
17,2015,IA,Boone,Low,4,40,12803
17,2015,IA,Boone,Low,4,80,10545.9
17,2015,IA,Boone,Low,4,200,12003.1
17,2015,IA,Boone,Low,4,40,13700.1
18,2015,IA,Lewis,High,1,40,8531.3
18,2015,IA,Lewis,High,1,80,11025
18,2015,IA,Lewis,High,1,40,11002.8
18,2015,IA,Lewis,High,1,40,12318.8
18,2015,IA,Lewis,High,1,80,11427.6
18,2015,IA,Lewis,High,1,40,12284.6
18,2015,IA,Lewis,High,1,40,12582.2
18,2015,IA,Lewis,High,1,160,9781.3
18,2015,IA,Lewis,High,1,0,4097.5
18,2015,IA,Lewis,High,1,120,12373.2
18,2015,IA,Lewis,High,1,40,10661.3
18,2015,IA,Lewis,High,1,40,10620.7
18,2015,IA,Lewis,High,1,80,10488.4
18,2015,IA,Lewis,High,1,200,11978.3
18,2015,IA,Lewis,High,1,240,10462
18,2015,IA,Lewis,High,1,280,9783.8
18,2015,IA,Lewis,High,2,160,13000.6
18,2015,IA,Lewis,High,2,80,12916.7
18,2015,IA,Lewis,High,2,240,13241.3
18,2015,IA,Lewis,High,2,40,13128.2
18,2015,IA,Lewis,High,2,0,7097
18,2015,IA,Lewis,High,2,40,12697
18,2015,IA,Lewis,High,2,40,11150.7
18,2015,IA,Lewis,High,2,80,10171.5
18,2015,IA,Lewis,High,2,120,12346.7
18,2015,IA,Lewis,High,2,40,11419
18,2015,IA,Lewis,High,2,80,11759.7
18,2015,IA,Lewis,High,2,280,11129.5
18,2015,IA,Lewis,High,2,40,8613.9
18,2015,IA,Lewis,High,2,40,11040.5
18,2015,IA,Lewis,High,2,200,10727.9
18,2015,IA,Lewis,High,2,40,10299.1
18,2015,IA,Lewis,High,3,0,6170.8
18,2015,IA,Lewis,High,3,40,11564.8
18,2015,IA,Lewis,High,3,40,11235.8
18,2015,IA,Lewis,High,3,40,11453.5
18,2015,IA,Lewis,High,3,200,11825.5
18,2015,IA,Lewis,High,3,40,11374.3
18,2015,IA,Lewis,High,3,80,10867.8
18,2015,IA,Lewis,High,3,80,9047.9
18,2015,IA,Lewis,High,3,40,10119
18,2015,IA,Lewis,High,3,160,10751
18,2015,IA,Lewis,High,3,240,11233.3
18,2015,IA,Lewis,High,3,120,11141.4
18,2015,IA,Lewis,High,3,80,10929.1
18,2015,IA,Lewis,High,3,40,10354.1
18,2015,IA,Lewis,High,3,280,9997.9
18,2015,IA,Lewis,High,3,40,9463.5
18,2015,IA,Lewis,High,4,120,12838.8
18,2015,IA,Lewis,High,4,80,12831.8
18,2015,IA,Lewis,High,4,40,13531.7
18,2015,IA,Lewis,High,4,80,12728.7
18,2015,IA,Lewis,High,4,240,14534.1
18,2015,IA,Lewis,High,4,40,12998.5
18,2015,IA,Lewis,High,4,160,13333.4
18,2015,IA,Lewis,High,4,40,10905.8
18,2015,IA,Lewis,High,4,40,10972.8
18,2015,IA,Lewis,High,4,40,10316.5
18,2015,IA,Lewis,High,4,280,12676.8
18,2015,IA,Lewis,High,4,0,7382.7
18,2015,IA,Lewis,High,4,40,12621.5
18,2015,IA,Lewis,High,4,80,11817.7
18,2015,IA,Lewis,High,4,200,12968
