location,year,date,doy,AirTemp_max,AirTemp_min,RH%,precip_mm,accum_precip_mm,SoilTemp_2in_max,SoilTemp_2in_min,rad_Mjm2,Etc_grass_mm,Etc_alfalfa_mm
Ottawa,2015,10-Sep,253,32.5,16.8,77.8,29.97,714.7,37,17.8,18.1,4.04,4.95
Ottawa,2015,11-Sep,254,23.5,11.1,74.8,0.25,714.95,30.2,13,20.3,3.24,3.71
Ottawa,2015,12-Sep,255,21.2,8.3,72.8,0,714.95,26.5,10.9,15.5,2.41,2.69
Ottawa,2015,13-Sep,256,24.9,12.5,66.4,0,714.95,26.5,13.6,16.7,4.01,5.52
Ottawa,2015,14-Sep,257,27.7,16.8,63.6,0,714.95,28.6,14.9,18.9,5.27,7.5
Ottawa,2015,15-Sep,258,28.3,19.2,58.9,0,714.95,30.3,16.5,16.1,5.13,7.38
Ottawa,2015,16-Sep,259,30.9,17.4,74.2,0,714.95,34,16.8,19.1,4.83,6.54
Ottawa,2015,17-Sep,260,31.1,22.2,72,0,714.95,33.3,20.5,14.3,4.75,6.72
Ottawa,2015,18-Sep,261,27.7,14.5,86.2,23.88,738.83,28.7,15.3,5.7,2.04,2.75
Ottawa,2015,19-Sep,262,22.3,11.7,75.6,0,738.83,29.5,12.8,19.7,3.02,3.45
Ottawa,2015,20-Sep,263,24,10.5,78,0,738.83,29.1,11.9,19.5,3.35,4.16
Ottawa,2015,21-Sep,264,24.8,15.9,84.9,0,738.83,28,15.7,9.4,2.25,2.84
Ottawa,2015,22-Sep,265,29.7,17.7,78,0,738.83,30.9,16.8,16.2,3.81,4.95
Ottawa,2015,23-Sep,266,28.8,18.5,75.3,0,738.83,33.3,17.6,15.3,3.52,4.49
Ottawa,2015,24-Sep,267,28.8,17.6,72.9,0,738.83,36.2,17.3,14.6,3.33,4.24
Ottawa,2015,25-Sep,268,28.4,15.7,68.5,0,738.83,34.2,16.7,16.9,3.38,4.2
Ottawa,2015,26-Sep,269,28,12.5,68.3,0,738.83,35.5,14,18.6,3.26,3.96
Ottawa,2015,27-Sep,270,26.8,12.3,77.9,0,738.83,35.7,13.7,17.4,3.13,3.82
Ottawa,2015,28-Sep,271,28.6,12.9,75.3,0,738.83,36.1,13.7,17.6,3.29,4.07
Ottawa,2015,29-Sep,272,26.4,13.7,78.1,0,738.83,35.2,15.5,13.1,2.41,2.8
Ottawa,2015,30-Sep,273,24,10,63.8,0,738.83,34.2,13.5,18.3,2.84,3.48
Ottawa,2015,1-Oct,274,21.1,7.3,64.1,0,738.83,32.4,10.3,18.2,2.66,3.3
Ottawa,2015,2-Oct,275,19.2,5.2,68.7,0,738.83,30.6,8.5,18.5,2.48,3.02
Ottawa,2015,3-Oct,276,19.2,3.8,66.6,0,738.83,30.2,7.5,18.1,2.45,3.05
Ottawa,2015,4-Oct,277,19.3,4.3,74.7,0,738.83,31.2,7.5,17.7,2.4,2.94
Ottawa,2015,5-Oct,278,15.9,11.1,88.4,0,738.83,19.7,13.3,4.6,1,1.08
Ottawa,2015,6-Oct,279,20.3,11.5,85.9,0,738.83,24.3,12.2,7.4,1.35,1.48
Ottawa,2015,7-Oct,280,26.7,9.2,79.3,0,738.83,34.6,11.1,15.7,2.44,2.86
Ottawa,2015,8-Oct,281,31.1,12.9,66.2,0,738.83,36,13.9,14.4,3.12,4.07
Ottawa,2015,9-Oct,282,18.8,5.3,72.2,0,738.83,28.6,9.5,10.5,1.66,2.01
Ottawa,2015,10-Oct,283,23.4,1.9,71,0,738.83,32.1,6.5,17.2,2.92,4.02
Ottawa,2015,11-Oct,284,30.7,13.3,60.4,0,738.83,33.3,12.8,16,4.62,6.79
Ottawa,2015,12-Oct,285,26.8,12.5,41.2,0,738.83,32.2,12.9,16.7,3.61,5.18
Ottawa,2015,13-Oct,286,28,6,44.9,0,738.83,33.8,8.1,16.5,2.8,3.83
Ottawa,2015,14-Oct,287,24.4,9.2,48.4,0,738.83,33.2,9.6,16,2.46,3.21
Ottawa,2015,15-Oct,288,26.9,5.8,51.4,0,738.83,34.2,8.6,13.7,2.36,3.14
Ottawa,2015,16-Oct,289,18.9,2.8,45.8,0,738.83,30.5,5.8,16.4,1.83,2.28
Ottawa,2015,17-Oct,290,15.2,6.4,45.4,0,738.83,23.7,9.4,9.9,2.55,3.81
Ottawa,2015,18-Oct,291,22.8,9.3,38.7,0,738.83,27.6,10.6,13.3,4.77,7.53
Ottawa,2015,19-Oct,292,25.1,11.2,36.9,0,738.83,28.9,10.7,15,6.23,9.97
Ottawa,2015,20-Oct,293,27.9,15.1,40.9,0,738.83,32.3,13.8,14.3,6.14,9.74
Ottawa,2015,21-Oct,294,28.6,15.7,60.1,0,738.83,35.3,15,13,3.63,5.3
Ottawa,2015,22-Oct,295,26.9,13.9,67.2,0,738.83,30.6,14.7,8.7,2.97,4.38
Ottawa,2015,23-Oct,296,24.7,13.5,82.2,0.25,739.08,27.9,13.5,7.6,2.54,3.73
Ottawa,2015,24-Oct,297,17.7,6.5,66.2,0,739.08,21.7,8.2,8.9,1.67,2.26
Ottawa,2015,25-Oct,298,18.9,2.5,62.6,0,739.08,26.2,4.8,14.8,2.07,2.87
Ottawa,2015,26-Oct,299,17.5,1.8,63,0,739.08,21.7,4.4,11.1,1.77,2.46
Ottawa,2015,27-Oct,3,14.1,7.7,89.7,2.29,741.37,15.9,9.2,2.9,0.92,1.16
Ottawa,2015,28-Oct,301,17.5,6,67.8,0,741.37,24.5,7.5,13.2,2.23,3.22
Ottawa,2015,29-Oct,302,12.7,-1,53.7,0,741.37,23.3,2.9,14.3,1.52,2.07
Ottawa,2015,30-Oct,303,10.6,-2.8,82.5,14.73,756.1,11.6,1.9,3.1,1.19,1.74
Ottawa,2015,31-Oct,304,15.4,3.8,90.2,4.06,760.16,20.6,5.7,8.3,1.14,1.42
Ottawa,2015,1-Nov,305,24.3,2.4,73.4,0,760.16,24.6,3.9,13.7,2.66,3.98
Ottawa,2015,2-Nov,306,22.6,4.5,76,0,760.16,23.5,5,13.6,2.57,3.81
Ottawa,2015,3-Nov,307,20.8,13.3,78.3,0,760.16,23.1,11.7,10.3,2.37,3.46
Ottawa,2015,4-Nov,308,19.2,12.7,82.9,0,760.16,18.7,11.2,4,1.73,2.57
Ottawa,2015,5-Nov,309,22.3,8,82.4,5.08,765.24,22.4,8.4,4.7,2.27,3.49
Ottawa,2015,6-Nov,310,17.9,1,66.1,0,765.24,24.3,3.7,13,1.31,1.73
Ottawa,2015,7-Nov,311,15.9,2.1,61.2,0,765.24,22.4,3.5,12.6,1.22,1.6
Ottawa,2015,8-Nov,312,15.9,-1.1,57.2,0,765.24,21.4,1.2,12.9,1.7,2.51
Ottawa,2015,9-Nov,313,17.1,-1.9,57.4,0,765.24,22.2,0.5,12.5,1.74,2.6
Ottawa,2015,10-Nov,314,22.4,2.2,64.9,0,765.24,22.4,2.6,11.8,3.1,4.87
Ottawa,2015,11-Nov,315,23.9,6,64.9,0,765.24,23.2,6.8,8.6,5.63,9.23
Ottawa,2015,12-Nov,316,16.3,3.4,46.7,0,765.24,22.8,2.1,12.1,2.4,3.81
Ottawa,2015,13-Nov,317,17.7,-3.2,51.6,0,765.24,25.4,-0.7,12.1,2.01,3.14
Ottawa,2015,14-Nov,318,20,4.4,44.3,0,765.24,23.8,3.2,11.9,3.96,6.48
Ottawa,2015,15-Nov,319,15.2,6.6,59.1,0,765.24,18.7,5.4,5.1,2.88,4.61
Ottawa,2015,16-Nov,320,16.1,8.2,93.5,4.32,769.56,14.4,8,1.2,1.76,2.74
Ottawa,2015,17-Nov,321,16.1,8.3,92.5,29.46,799.02,14.9,7.7,1.8,1.02,1.46
Ottawa,2015,18-Nov,322,12.1,5.8,74,0,799.02,13.2,5.9,5.6,1.82,2.82
Ottawa,2015,19-Nov,323,11.7,-0.1,49.5,0,799.02,16.6,0.6,11.5,1.31,1.98
Ottawa,2015,20-Nov,324,13.2,-1.7,61.8,1.02,800.04,13.5,0.2,4,1.7,2.66
Ottawa,2015,21-Nov,325,4.7,-5,69.2,0,800.04,12.5,-0.9,11.1,1.02,1.52
Ottawa,2015,22-Nov,326,11.1,-4.4,62.6,0,800.04,14.9,-1.5,11.2,1.8,2.86
Ottawa,2015,23-Nov,327,17.5,-2.6,61,0,800.04,20.8,-0.8,11,1.73,2.73
Ottawa,2015,24-Nov,328,16.1,2.9,52,0,800.04,17.7,1,10.3,3.05,4.96
Ottawa,2015,25-Nov,329,16,11.2,64.6,0,800.04,14,8.2,2.3,3.06,4.92
Ottawa,2015,26-Nov,330,17,0.3,90.8,53.85,853.89,15.2,3.7,0.7,1.1,1.65
Ottawa,2015,27-Nov,331,0.5,-1.7,96.6,2.54,856.43,3.7,1.4,1.3,0.33,0.35
Ottawa,2015,28-Nov,332,0.1,-1.3,97.3,0.25,856.68,2.7,1.2,1.2,0.34,0.35
Ottawa,2015,29-Nov,333,2.2,-0.1,99.1,10.16,866.84,4.6,1.7,1.4,0.35,0.36
Ottawa,2015,30-Nov,334,4.8,-0.6,95.2,7.37,874.21,7.5,0.7,2.9,0.45,0.53
Ottawa,2015,1-Dec,335,8.5,-1.5,73.2,0,874.21,11.6,0.3,10.3,1.35,2.12
Ottawa,2015,2-Dec,336,9,-0.5,69.3,0,874.21,11.8,0.4,8.4,1.15,1.76
Ottawa,2015,3-Dec,337,10.4,-5.2,77.3,0,874.21,15.2,-0.8,10.4,0.71,0.99
Ottawa,2015,4-Dec,338,13.6,-4.9,77.7,0,874.21,15.5,-1.5,10.3,1.37,2.15
Ottawa,2015,5-Dec,339,11.7,-0.7,68.9,0,874.21,12.4,0.3,9.3,1.68,2.68
Ottawa,2015,6-Dec,340,12.8,-1.4,68.9,0,874.21,14.9,0.6,9.8,1.18,1.82
Ottawa,2015,7-Dec,341,15.1,-4,75.3,0,874.21,14.6,-0.7,9.1,1.66,2.66
Ottawa,2015,8-Dec,342,13.3,0.2,76.4,0,874.21,13.4,0.7,6.7,1.16,1.75
Ottawa,2015,9-Dec,343,18.4,1.8,64.9,0,874.21,16.1,1.5,8.7,2.09,3.38
Ottawa,2015,10-Dec,344,17.5,2.1,59.6,0,874.21,19.2,2.4,8.9,2.27,3.71
Ottawa,2015,11-Dec,345,18.7,-0.1,80.4,0,874.21,16.6,1.2,6.8,1.74,2.74
Ottawa,2015,12-Dec,346,20.1,4.5,88.3,0.25,874.46,16.1,4.3,2.7,1.06,1.54
Ottawa,2015,13-Dec,347,16.8,6,95.3,50.04,924.5,15,7.5,0.8,0.68,0.92
Ottawa,2015,14-Dec,348,7.1,3.6,86.6,0,924.5,10.7,5.7,4,0.71,0.99
Ottawa,2015,15-Dec,349,16.2,4,77.1,0,924.5,16.4,4.8,9.3,2.03,3.25
Ottawa,2015,16-Dec,350,6,-3.4,63.5,0,924.5,8.7,0.3,9.8,1.13,1.79
Ottawa,2015,17-Dec,351,-0.1,-5.2,78.8,0,924.5,0.9,-1.9,2.7,0.47,0.6
Ottawa,2015,18-Dec,352,6.5,-9.3,72.4,0,924.5,7,-3.6,9.7,0.98,1.54
Ottawa,2015,19-Dec,353,11.4,-5.3,71.4,0,924.5,12.9,-2,9.5,1.47,2.37
Ottawa,2015,20-Dec,354,13.5,7.3,70.5,0,924.5,11.1,4.2,3.1,2.35,3.76
Ottawa,2015,21-Dec,355,13.9,-4,88.7,0,924.5,11.3,0.4,1.7,0.74,1.03
Ottawa,2015,22-Dec,356,13,-5.2,76.9,0,924.5,9.2,-1.6,4.6,1.67,2.67
Ottawa,2015,23-Dec,357,14.7,-1.9,76.9,0,924.5,14.2,0.7,5.1,1.65,2.62
Ottawa,2015,24-Dec,358,10.9,-1.5,73.7,0,924.5,13,0.4,8.7,1.29,2.06
Ottawa,2015,25-Dec,359,6.4,-4.5,82.5,0,924.5,8.5,-0.8,5.6,0.83,1.25
Ottawa,2015,26-Dec,360,10.9,0.7,80.2,23.62,948.12,10.1,3.5,1.1,1.02,1.51
Ottawa,2015,27-Dec,361,0.9,-1.4,88.9,3.05,951.17,3.5,1.2,1.3,0.46,0.6
Ottawa,2015,28-Dec,362,-0.9,-5.8,96,0,951.17,1.3,0.7,2.8,0.35,0.43
Ottawa,2015,29-Dec,363,-0.3,-7.8,83.1,3.3,954.47,2.6,-0.1,8.8,0.41,0.54
Ottawa,2015,30-Dec,364,-0.3,-7.7,86.8,4.83,959.3,1.4,-0.2,7.3,0.35,0.4
Ottawa,2015,31-Dec,365,4.5,-6.8,77.4,2.54,961.84,3.9,0.5,9.3,0.55,0.76
